Deal ID,Is public,Deal scope,Deal size,Current size under contract,Current negotiation status,Current implementation status,Spatial accuracy level,Location 1: Location,Latitude,Longitude,Target country,Intention of investment,Negotiation status,Contract farming,Crops area,Water extraction envisaged,Source of water extraction,Use of irrigation infrastructure,Presence of land conflicts,Year
1694,Yes,domestic,15000,15000,Concluded (Contract signed),In operation (production),Administrative region,"Okuta, Nigeria",9.22283,3.200564,Nigeria,"###Biofuels, Renewable Energy",##Concluded (Contract signed),Yes,###Cassava (Maniok),,,,,2000
3792,Yes,transnational,10895,10895,Failed (Contract cancelled),None,Administrative region,"Dosso, Niger",13.04708,3.20391,Niger,###Food crops,2006##Concluded (Oral Agreement)|2009##Failed (Contract cancelled),,"###Fruit (unspecified), Vegetables (unspecified)",Yes,,,,2000
4777,Yes,domestic,3000,3000,Concluded (Contract signed),In operation (production),Administrative region,"Ogun State, Nigeria",6.909833,3.258363,Nigeria,"###Food crops, Non-food agricultural commodities, Agriculture unspecified",2004##Concluded (Contract signed),Yes,###Cassava (Maniok),Yes,,,,2000
6044,Yes,transnational,0,0,Concluded (Contract signed),In operation (production),Administrative region,"Oyo, Nigeria",8.119567,3.419553,Nigeria,###Livestock,2011##Concluded (Contract signed),Yes,,,,,,2000
1659,Yes,domestic,4000,0,Intended (Expression of interest),None,Administrative region,"Gaya, Niger",11.887778,3.446667,Niger,###Biofuels,##Intended (Expression of interest),,"###Jatropha, Rice",,,,,2000
7915,Yes,domestic,2500,0,Concluded (Contract signed),In operation (production),Approximate location,"Ogun State, Nigeria",6.997975,3.473738,Nigeria,##2500#Food crops,#current#Concluded (Contract signed),Yes,2020#current#2500#Rice,,,,,2000
6720,Yes,domestic,0,0,Concluded (Contract signed),Startup phase (no production),Approximate location,"Iseyin, Nigeria",7.976493,3.591394,Nigeria,,2018#current#Concluded (Contract signed),Yes,,,,,,2000
4782,Yes,domestic,0,0,Concluded (Contract signed),In operation (production),Administrative region,"Ososa, Nigeria",6.795736,3.852806,Nigeria,###Food crops,2012##Concluded (Contract signed),Yes,###Cassava (Maniok),,,,,2000
4785,Yes,domestic,15000,15000,Concluded (Contract signed),In operation (production),Administrative region,"Mokwa, Nigeria",8.883298,4.00547,Nigeria,"###Biofuels, Food crops, Non-food agricultural commodities, Agriculture unspecified",2009##Concluded (Contract signed),Yes,"###Cassava (Maniok), Oil Palm, Rice, Sugar Cane",Yes,Surface water|River,,,2000
5133,Yes,transnational,2025,2025,Concluded (Contract signed),In operation (production),Administrative region,"Kebbi, Nigeria",11.678124,4.069545,Nigeria,###Food crops,2006##Concluded (Contract signed),Yes,"###Corn (Maize), Seeds Production (unspecified)|#current#1000#Rice, Seeds Production (unspecified)",,,,,2000
1701,Yes,domestic,5000,5000,Concluded (Contract signed),In operation (production),Administrative region,"Shao, Nigeria",8.591944,4.559864,Nigeria,###Biofuels,##Concluded (Contract signed),,###Jatropha,,,,,2000
4781,Yes,domestic,5000,5000,Concluded (Contract signed),In operation (production),Administrative region,"Shao, Nigeria",8.591944,4.559864,Nigeria,###Food crops,##Concluded (Contract signed),No,###Cassava (Maniok),,,,,2000
4562,Yes,transnational,76890,0,Intended (Under negotiation),None,Administrative region,"Osun, Nigeria",7.587584,4.562443,Nigeria,###Food crops,2014##Intended (Under negotiation),No,"###Cassava (Maniok), Rice",,,,,2000
1691,Yes,domestic,756,756,Concluded (Contract signed),In operation (production),Administrative region,"Kwara, Nigeria",8.9848,4.562443,Nigeria,###Food crops,##Concluded (Contract signed),,"###Corn (Maize), Grains (unspecified), Soya Beans",,,,,2000
1692,Yes,domestic,50,50,Concluded (Contract signed),In operation (production),Administrative region,"Kwara, Nigeria",8.9848,4.562443,Nigeria,"###Food crops, Non-food agricultural commodities",##Concluded (Contract signed),,"###Flowers (unspecified), Vegetables (unspecified)",,,,,2000
1698,Yes,domestic,3000,3000,Concluded (Contract signed),In operation (production),Administrative region,"Kwara, Nigeria",8.9848,4.562443,Nigeria,###Food crops,##Concluded (Contract signed),,###Cashew,,,,,2000
1700,Yes,domestic,11,11,Concluded (Contract signed),In operation (production),Administrative region,"Kwara, Nigeria",8.9848,4.562443,Nigeria,###Food crops,##Concluded (Contract signed),,###Rice,,,,,2000
1702,Yes,domestic,9369,9369,Concluded (Contract signed),None,Administrative region,"Kwara, Nigeria",8.9848,4.562443,Nigeria,###Biofuels,##Concluded (Contract signed),,###Jatropha,,,,,2000
1703,Yes,domestic,5000,5000,Concluded (Contract signed),None,Administrative region,"Kwara, Nigeria",8.9848,4.562443,Nigeria,###Agriculture unspecified,##Concluded (Contract signed),,,,,,,2000
5350,Yes,domestic,10000,0,Intended (Under negotiation),None,Administrative region,"Kwara, Nigeria",8.9848,4.562443,Nigeria,###Food crops,##Intended (Under negotiation),Yes,###Cassava (Maniok),,,,,2000
1690,Yes,transnational,615,0,Intended (Memorandum of understanding),In operation (production),Administrative region,"Ilorin, Nigeria",8.56575,4.744548,Nigeria,###Livestock,2009##Intended (Memorandum of understanding),,,,,,,2000
1685,Yes,transnational,6000,6000,Concluded (Contract signed),In operation (production),Administrative region,"Bode Sadu, Nigeria",8.940738,4.782104,Nigeria,"###Biofuels, Food crops",##Concluded (Contract signed),Yes,"###Cassava (Maniok), Corn (Maize), Jatropha, Soya Beans",Yes,Groundwater,,,2000
1699,Yes,domestic,500,500,Concluded (Contract signed),In operation (production),Administrative region,"Agbeyangi, Nigeria",8.583333,4.816667,Nigeria,###Food crops,##Concluded (Contract signed),,"###Cassava (Maniok), Corn (Maize)",,,,,2000
7744,Yes,domestic,8000,500,Intended (Memorandum of understanding),None,Administrative region,"Ondo, Nigeria",7.100005,4.841694,Nigeria,2017###Food crops,2017##Intended (Memorandum of understanding),,###Rice,,,,,2000
1688,Yes,domestic,5050,5050,Concluded (Contract signed),In operation (production),Administrative region,"Tsaragi, Nigeria",8.830889,4.981851,Nigeria,###Food crops,##Concluded (Contract signed),,###Rice,,,,,2000
4783,Yes,domestic,10000,10000,Concluded (Contract signed),In operation (production),Administrative region,"Kontagora, Nigeria",9.844758,4.986519,Nigeria,"###Food crops, Agriculture unspecified",##Concluded (Contract signed),No,"###Sorghum, Cassava (Maniok), Corn (Maize), Rice, Soya Beans, Sugar Cane",Yes,,,,2000
1693,Yes,domestic,5000,5000,Concluded (Contract signed),None,Administrative region,"Iwo, Nigeria",8.30028,5.03117,Nigeria,###Biofuels,##Concluded (Contract signed),,###Jatropha,,,,,2000
4511,Yes,domestic,25000,25000,Concluded (Contract signed),Project not started,Administrative region,"Akotogbo, Nigeria",6.367315,5.033851,Nigeria,###Food crops,2014##Concluded (Contract signed),No,###Rice,Yes,Surface water|River,,,2000
5340,Yes,domestic,10000,10000,Concluded (Contract signed),In operation (production),Administrative region,"Mokwa, Nigeria",9.292825,5.054664,Nigeria,"###Biofuels, Food crops, Renewable Energy",##Concluded (Contract signed),Yes,###Sugar Cane,,,,,2000
7740,Yes,transnational,1000,1000,Concluded (Contract signed),Startup phase (no production),Approximate location,"Ikun, Nigeria",7.983333,5.2,Nigeria,###Livestock,2019##Concluded (Contract signed),,,,,,,2000
4366,Yes,domestic,150000,150000,Intended (Under negotiation),In operation (production),Administrative region,"Sokoto, Nigeria",13.005873,5.247552,Nigeria,###Food crops,2014##Concluded (Contract signed)|2014##Intended (Under negotiation),Yes,,Yes,,,,2000
1687,Yes,domestic,7000,7000,Concluded (Contract signed),None,Exact location,"Oye Local Government Area,Ekiti, Nigeria",7.665581,5.31025,Nigeria,"###Biofuels, Food crops",2010##Concluded (Contract signed),,###Sorghum,,,,,2000
4779,Yes,domestic,1000,1000,Concluded (Contract signed),None,Administrative region,"Ekiti, Nigeria",7.665581,5.31025,Nigeria,"###Food crops, Non-food agricultural commodities, Agriculture unspecified",2010##Concluded (Contract signed),Yes,###Cassava (Maniok),,,,,2000
4754,Yes,domestic,7500,7500,Concluded (Contract signed),Startup phase (no production),Administrative region,"Niger, Nigeria",10.215539,5.393955,Nigeria,###Food crops,2015##Concluded (Contract signed),Yes,###Rice,Yes,Lake|Surface water,,,2000
4780,Yes,domestic,13050,13050,Concluded (Contract signed),Startup phase (no production),Administrative region,"Niger, Nigeria",10.215539,5.393955,Nigeria,"###Food crops, Agriculture unspecified",2015##Concluded (Contract signed),Yes,"###Oil Palm, Soya Beans",,,,,2000
7751,Yes,domestic,20000,20000,Concluded (Contract signed),Startup phase (no production),Approximate location,"Lafiagi, Nigeria",8.852528,5.404427,Nigeria,###Food crops,2010##Concluded (Contract signed),,###Sugar Cane,,,,,2000
4786,Yes,domestic,4500,4500,Concluded (Contract signed),In operation (production),Administrative region,"Mokwa, Nigeria",9.520435,5.513343,Nigeria,###Food crops,##Concluded (Contract signed),Yes,###Rice,Yes,Surface water|River,,,2000
4776,Yes,domestic,25000,25000,Concluded (Contract signed),In operation (production),Administrative region,"Benin City, Nigeria",6.334986,5.603746,Nigeria,###Agriculture unspecified,2014##Concluded (Contract signed),No,###Oil Palm,,,,,2000
3079,Yes,transnational,13159,13159,Concluded (Contract signed),In operation (production),Administrative region,"Ologbo Bridge, Nigeria",6.052233,5.664235,Nigeria,#current#13159#Agriculture unspecified,2002#current#Concluded (Contract signed),,###Oil Palm,,,,,2000
1662,Yes,domestic,19600,19600,Concluded (Contract signed),In operation (production),Administrative region,"Tchin-Tabaradene, Niger",15.898,5.803,Niger,###Livestock,##Concluded (Contract signed),,,Yes,Groundwater,,,2000
4555,Yes,transnational,11416,11416,Concluded (Contract signed),Startup phase (no production),Coordinates,"Benin City, Nigeria",6.658393,5.823244,Nigeria,##9500#Agriculture unspecified,2013#current#Concluded (Contract signed)|2013##Change of ownership|2006##Concluded (Contract signed),No,###Oil Palm,Yes,,,,2000
5978,Yes,domestic,10000,0,Intended (Under negotiation),None,Administrative region,"Delta, Nigeria",5.532462,5.898714,Nigeria,###Food crops,2016##Intended (Under negotiation),,###Cassava (Maniok),,,,,2000
1673,Yes,transnational,6000,0,Intended (Under negotiation),None,Administrative region,"Edo, Nigeria",6.54381,5.898714,Nigeria,###Food crops,2010##Intended (Under negotiation),,###Cassava (Maniok),,,,,2000
4321,Yes,domestic,60000,60000,Concluded (Contract signed),Project not started,Administrative region,"Edo, Nigeria",6.54381,5.898714,Nigeria,###Agriculture unspecified,2014##Intended (Expression of interest)|2014##Concluded (Contract signed),No,###Oil Palm,,,,,2000
4322,Yes,domestic,40000,40000,Concluded (Contract signed),Project not started,Administrative region,"Edo, Nigeria",6.54381,5.898714,Nigeria,###Agriculture unspecified,2014##Concluded (Contract signed),No,,Yes,,,,2000
4402,Yes,transnational,5000,5000,Concluded (Contract signed),Startup phase (no production),Administrative region,"Edo, Nigeria",6.54381,5.898714,Nigeria,2014##5000#Agriculture unspecified,2014##Concluded (Contract signed),No,###Oil Palm,,,,,2000
4521,Yes,transnational,16900,16900,Concluded (Contract signed),In operation (production),Administrative region,"Edo, Nigeria",6.54381,5.898714,Nigeria,"###Non-food agricultural commodities, Agriculture unspecified",2014##Intended (Under negotiation)|2016##Concluded (Contract signed),No,"###Oil Palm, Rubber tree",,,,,2000
4771,Yes,domestic,0,0,Intended (Under negotiation),None,Administrative region,"Edo, Nigeria",6.54381,5.898714,Nigeria,"###Biofuels, Food crops, Renewable Energy",##Intended (Under negotiation),No,###Sugar Cane,,,,,2000
4772,Yes,domestic,50000,50000,Concluded (Contract signed),None,Administrative region,"Edo, Nigeria",6.54381,5.898714,Nigeria,"###Food crops, Agriculture unspecified",2014##Concluded (Contract signed),Yes,"###Cassava (Maniok), Oil Palm, Rice",,,,,2000
4774,Yes,transnational,55000,55000,Concluded (Contract signed),None,Administrative region,"Edo, Nigeria",6.54381,5.898714,Nigeria,"###Biofuels, Agriculture unspecified",2014##Concluded (Contract signed),Yes,"###Oil Palm, Sugar Cane",,,,,2000
4775,Yes,transnational,20000,20000,Concluded (Contract signed),None,Administrative region,"Edo, Nigeria",6.54381,5.898714,Nigeria,2014#current#20000#Biofuels,2014#current#Concluded (Contract signed),Yes,###Cassava (Maniok),,,,,2000
4773,Yes,domestic,10000,10000,Concluded (Contract signed),None,Administrative region,"Ehor, Nigeria",6.614511,5.985902,Nigeria,"###Food crops, Agriculture unspecified",2014##Concluded (Contract signed),Yes,###Cassava (Maniok),,,,,2000
7743,Yes,transnational,10000,10000,Intended (Memorandum of understanding),Startup phase (no production),Approximate location,"Mariga, Nigeria",10.134858,6.022928,Nigeria,2019#current##Livestock,##Intended (Under negotiation)|2019#current#Intended (Memorandum of understanding),,,,Groundwater,Yes,,2000
1695,Yes,transnational,5000,5000,Concluded (Contract signed),In operation (production),Administrative region,"Patigi, Ebba, Nigeria",9.233333,6.266667,Nigeria,"2011#current#5000#Biofuels, Food crops, Renewable Energy",2010#current#Concluded (Contract signed),No,###Cassava (Maniok),,,,,2000
1696,Yes,transnational,5000,5000,Concluded (Contract signed),In operation (production),Administrative region,"Patigi, Ebba, Nigeria",9.233333,6.266667,Nigeria,"##5000#Food crops, Industry",##Concluded (Contract signed),,"###Corn (Maize), Rice, Soya Beans",,,,,2000
4520,Yes,transnational,4917,4917,Concluded (Contract signed),In operation (production),Administrative region,"Porto Alegre, São Tomé and Príncipe",0.033333,6.533333,São Tomé and Principe,###Agriculture unspecified,2009##Intended (Under negotiation)|2010##Concluded (Contract signed),Yes,2019#current#2100#Oil Palm,,,,,2000
4798,Yes,domestic,0,0,Concluded (Contract signed),None,Administrative region,"Kogi, Nigeria",7.561891,6.578339,Nigeria,"###Food crops, Agriculture unspecified",2015##Intended (Under negotiation)|2016##Concluded (Contract signed),Yes,"###Cassava (Maniok), Corn (Maize), Soya Beans",Yes,,,,2000
7985,Yes,transnational,5718,5718,Concluded (Contract signed),In operation (production),Exact location,"SIAT Nigeria Limited, Nigeria",5.164358,6.740417,Nigeria,2011#current#5718#Agriculture unspecified,2011#current#Concluded (Contract signed),,#current##Oil Palm,,,,,2000
1680,Yes,transnational,9513,9513,Concluded (Contract signed),In operation (production),Exact location,"SIAT Nigeria Limited, Nigeria",5.157587,6.931648,Nigeria,2011#current#9513#Agriculture unspecified,2011#current#Concluded (Contract signed),,#current##Oil Palm,,,,,2000
1706,Yes,transnational,10000,0,Intended (Under negotiation),None,Administrative region,"Anambra, Nigeria",6.275766,7.006839,Nigeria,###Food crops,2009##Intended (Under negotiation),,###Rice,,,,,2000
5713,Yes,transnational,4000,0,Intended (Memorandum of understanding),None,Administrative region,"Awka, Nigeria",6.222004,7.082116,Nigeria,###Agriculture unspecified,2017-10##Intended (Memorandum of understanding),,,,,,,2000
5365,Yes,transnational,50000,50000,Concluded (Contract signed),Project abandoned,Administrative region,"Arlit, Niger",18.739003,7.389477,Niger,###Mining,2009##Concluded (Contract signed),No,,Yes,,,,2000
4753,Yes,transnational,0,0,Concluded (Contract signed),Project not started,Administrative region,"Abuja, Nigeria",9.076479,7.398574,Nigeria,"###Biofuels, Food crops, Agriculture unspecified",2015##Concluded (Contract signed),No,###Sorghum,,,,,2000
5349,Yes,domestic,0,0,Concluded (Contract signed),In operation (production),Administrative region,"Kaduna, Nigeria",10.510464,7.416505,Nigeria,###Agriculture unspecified,2011##Concluded (Contract signed),Yes,,,,,,2000
7734,Yes,transnational,500,500,Concluded (Contract signed),In operation (production),Administrative region,"Kaduna, Nigeria",10.510464,7.416505,Nigeria,###Food crops,2020#current#Concluded (Contract signed),Yes,###Tomatoes,,,,,2000
7735,Yes,transnational,0,0,Intended (Memorandum of understanding),In operation (production),Administrative region,"Kaduna, Nigeria",10.510464,7.416505,Nigeria,###Livestock,##Intended (Memorandum of understanding),Yes,,,,,,2000
1679,Yes,transnational,11292,11292,Concluded (Contract signed),In operation (production),Administrative region,"Abia, Nigeria",5.430892,7.524724,Nigeria,2009#current#11292#Biofuels,2009#current#Concluded (Contract signed),No,###Oil Palm,,,,,2000
1666,Yes,transnational,1000,0,Failed (Negotiations failed),None,Administrative region,"Katsina, Nigeria",12.99302,7.606163,Nigeria,###Food crops,2010##Intended (Memorandum of understanding)|#current#Failed (Negotiations failed),,###Rice,,,,,2000
7058,Yes,transnational,0,0,Concluded (Contract signed),None,Approximate location,"Katsina State Government House Traffic Cir, Katsina, Nigeria",12.996164,7.628233,Nigeria,###Food crops,##Concluded (Contract signed),Yes,###Rice,,,,,2000
1669,Yes,transnational,10000,10000,Concluded (Contract signed),Project abandoned,Administrative region,"Akwa Ibom, Nigeria",4.929987,7.87216,Nigeria,#current#10000#Food crops,2008#current#Concluded (Contract signed),Yes,"###Cassava (Maniok), Rice (hybrid)",Yes,,,,2000
3676,Yes,transnational,10000,10000,Concluded (Contract signed),In operation (production),Administrative region,"Akwa Ibom, Nigeria",4.929987,7.87216,Nigeria,2009#current#10000#Food crops,2009#current#Concluded (Contract signed),Yes,###Rice,,Surface water|River,,,2000
1711,Yes,transnational,0,0,Intended (Under negotiation),None,Administrative region,"Ebonyi, Nigeria",6.177973,7.959286,Nigeria,"###Biofuels, Food crops, Renewable Energy",2008##Intended (Under negotiation),,"###Cassava (Maniok), Sugar Cane",,,,,2000
6770,Yes,domestic,10000,10000,Concluded (Contract signed),In operation (production),Approximate location,"Ikot-Okpora, Nigeria",5.409589,8.069707,Nigeria,###Non-food agricultural commodities,2003##Concluded (Contract signed),,###Rubber tree,,,,,2000
1657,Yes,transnational,0,0,Concluded (Contract signed),In operation (production),Country,Niger,17.607789,8.081666,Niger,###Food crops,##Concluded (Contract signed),,###Rice,,,,,2000
1663,Yes,transnational,0,0,Intended (Under negotiation),None,Country,Niger,17.607789,8.081666,Niger,"###Non-food agricultural commodities, For carbon sequestration/REDD",##Intended (Under negotiation),Yes,,,,,,2000
6654,Yes,transnational,27381,27381,Concluded (Contract signed),In operation (production),Approximate location,"Akamkpa, Nigeria",5.347112,8.292882,Nigeria,###Non-food agricultural commodities,2003##Concluded (Contract signed),,2003##7901#Rubber tree,,,,,2000
1684,Yes,transnational,12920,12920,Concluded (Contract signed),In operation (production),Exact location,"Nasarawa, Nigeria",7.886866,8.314337,Nigeria,#current#12920#Food crops,2010##Concluded (Contract signed),Yes,"###Cashew, Rice",Yes,Surface water|River,,,2000
3074,Yes,transnational,29964,29964,Concluded (Contract signed),In operation (production),Administrative region,"Akamkpa, Nigeria",5.318979,8.349917,Nigeria,###Agriculture unspecified,2011##Concluded (Contract signed),Yes,###Oil Palm,Yes,,,,2000
5518,Yes,domestic,5621,5621,Concluded (Contract signed),In operation (production),Administrative region,"Akamkpa, Nigeria",5.318979,8.349917,Nigeria,###Food crops,2005##Concluded (Contract signed),No,###Pineapple,,,,,2000
5575,Yes,domestic,9313,9313,Concluded (Contract signed),Project not started,Administrative region,"Akamkpa, Nigeria",5.318979,8.349917,Nigeria,###Agriculture unspecified,2006##Concluded (Contract signed),,###Oil Palm,,,,,2000
5576,Yes,domestic,11246,11246,Concluded (Contract signed),Project not started,Administrative region,"Akamkpa, Nigeria",5.318979,8.349917,Nigeria,###Agriculture unspecified,2003##Concluded (Contract signed),,###Oil Palm,,,,,2000
5577,Yes,domestic,9700,9700,Concluded (Contract signed),In operation (production),Administrative region,"Akamkpa, Nigeria",5.318979,8.349917,Nigeria,###Agriculture unspecified,2004##Concluded (Contract signed),,###Oil Palm,,,,,2000
5578,Yes,domestic,0,3300,None,In operation (production),Administrative region,"Akamkpa, Nigeria",5.318979,8.349917,Nigeria,###Agriculture unspecified,,,###Oil Palm,,,,,2000
4945,Yes,domestic,0,0,Concluded (Contract signed),In operation (production),Administrative region,"Kadawa, Nigeria",11.65,8.45,Nigeria,###Food crops,2014##Concluded (Contract signed),Yes,###Tomatoes,Yes,,,,2000
5465,Yes,transnational,12000,12000,Concluded (Contract signed),Startup phase (no production),Administrative region,"Kano, Nigeria",12.002179,8.591956,Nigeria,"###Biofuels, Food crops, Renewable Energy",2014##Intended (Under negotiation)|#current#Concluded (Contract signed),No,###Sugar Cane,Yes,,,Yes,2000
8099,Yes,domestic,0,1000,None,In operation (production),Approximate location,"Okpoma, Nigeria",6.663524,8.605074,Nigeria,###Food crops,,,###Rice,,,,,2000
4339,Yes,domestic,12129,0,Intended (Expression of interest),None,Administrative region,"Cross River, Nigeria",6.167031,8.660059,Nigeria,###Food crops,2014##Intended (Expression of interest),,###Cacao,,,,,2000
1675,Yes,transnational,300,300,Concluded (Contract signed),In operation (production),Country,Nigeria,9.081999,8.675277,Nigeria,###Food crops,##Concluded (Contract signed),,#current#300#Rice (hybrid),,,,,2000
6008,Yes,domestic,0,0,Concluded (Contract signed),In operation (production),Country,Nigeria,9.081999,8.675277,Nigeria,###Non-food agricultural commodities,##Concluded (Contract signed),Yes,###Cotton,,,,,2000
5980,Yes,domestic,0,0,Intended (Expression of interest),In operation (production),Administrative region,"Benue, Nigeria",7.350826,8.836276,Nigeria,###Food crops,##Intended (Expression of interest),Yes,"###Mango, Fruit (unspecified), Pineapple",Yes,,,,2000
7494,Yes,domestic,2599,2599,Concluded (Contract signed),In operation (production),Administrative region,"Benue, Nigeria",7.350826,8.836276,Nigeria,"2019###Food crops, Livestock",2017##Concluded (Contract signed),,2019##140#Mango,,,,,2000
7736,Yes,domestic,550,550,Concluded (Contract signed),In operation (production),Approximate location,"Jos, Nigeria",9.896527,8.858331,Nigeria,###Livestock,2003##Concluded (Contract signed),Yes,,,,,,2000
1159,Yes,transnational,19843,19843,Concluded (Contract signed),In operation (production),Administrative region,"Ndian, Cameroon",4.833431,9.012893,Cameroon,"###Agriculture unspecified, Timber plantation (for wood and fibre)",2013##Concluded (Contract signed),No,###Oil Palm,,,,Yes,2000
8153,Yes,domestic,0,0,None,None,Approximate location,"Mbonge, Cameroon",4.547248,9.071049,Cameroon,###Non-food agricultural commodities,,,,,,,,2000
3202,Yes,transnational,50000,0,Failed (Negotiations failed),None,Administrative region,"Southwest, Cameroon",5.157349,9.367308,Cameroon,###Agriculture unspecified,2011##Intended (Under negotiation)|##Failed (Negotiations failed),No,###Oil Palm,,,,,2000
5861,Yes,domestic,700,700,Concluded (Contract signed),In operation (production),Administrative region,"Missaka, Cameroon",4.204931,9.522565,Cameroon,###Food crops,2009##Concluded (Contract signed),,###Banana,Yes,,,,2000
4759,Yes,transnational,2700,2700,Concluded (Contract signed),None,Country,Tunisia,33.886917,9.537499,Tunisia,###Food crops,##Concluded (Contract signed),No,"###Almond, Olives, Pomegranate, Wheat",,,,,2000
6791,Yes,transnational,0,0,Concluded (Contract signed),In operation (production),Country,Tunisia,33.886917,9.537499,Tunisia,###Livestock,2011##Concluded (Contract signed),No,,,,,,2000
6792,Yes,transnational,0,0,Concluded (Contract signed),None,Country,Tunisia,33.886917,9.537499,Tunisia,###Food crops,2017##Concluded (Contract signed),No,###Rapeseed,,,,,2000
3735,Yes,transnational,1126,0,Intended (Under negotiation),None,Exact location,"Nkok, Gabon",0.393611,9.611944,Gabon,###Industry,##Intended (Under negotiation),,,,,,,2000
8145,Yes,domestic,0,0,None,None,Coordinates,"Ebonji, Cameroon",4.752506,9.662928,Cameroon,###Non-food agricultural commodities,,,##13#Pepper|##1913#Rubber tree,,,,,2000
8146,Yes,domestic,0,0,None,None,Coordinates,"Ebonji, Cameroon",4.752506,9.662928,Cameroon,###Non-food agricultural commodities,,,##13#Pepper|##1913#Rubber tree,,,,,2000
7012,Yes,domestic,12506,12506,Concluded (Contract signed),In operation (production),Coordinates,"Njombé, Cameroon",4.566667,9.666667,Cameroon,###Food crops,#current#Concluded (Contract signed),,##3200#Banana,,Surface water|River,Yes,Yes,2000
4598,Yes,transnational,0,0,Concluded (Contract signed),In operation (production),Administrative region,"Al-Hammah, Tunisia",33.877902,9.745565,Tunisia,###Food crops,2008##Concluded (Contract signed),Yes,###Tomatoes,Yes,Groundwater,Yes,,2000
6790,Yes,transnational,20,20,Concluded (Contract signed),In operation (production),Exact location,"Al-Hammah, Tunisia",33.867431,9.87726,Tunisia,###Food crops,2012#current#Concluded (Contract signed),No,###Tomatoes,Yes,,Yes,,2000
6789,Yes,transnational,0,0,Concluded (Contract signed),In operation (production),Exact location,"Bizerte, Tunisia",37.243695,9.967224,Tunisia,###Food crops,##Concluded (Contract signed),No,###Fruit (unspecified),Yes,,Yes,,2000
5010,Yes,domestic,49776,15000,Intended (Under negotiation),Startup phase (no production),Coordinates,"Yabassi, Cameroon",4.496345,9.971658,Cameroon,2014##15000#Non-food agricultural commodities,2014##Intended (Under negotiation),,2016##500#Oil Palm,Yes,Surface water|River,,,2000
7802,Yes,domestic,0,34500,None,In operation (production),Administrative region,"Yabassi, Cameroon",4.496345,9.971659,Cameroon,2016###Non-food agricultural commodities,,,###Oil Palm,,,,,2000
8148,Yes,domestic,0,78,None,None,Coordinates,"Bali, Cameroon",5.896726,9.986526,Cameroon,###Conservation,,,,,,,,2000
4391,Yes,domestic,44449,44449,Concluded (Contract signed),Startup phase (no production),Administrative region,"Hadejia, Nigeria",12.450605,10.040407,Nigeria,"###Biofuels, Food crops, Renewable Energy",2013##Intended (Under negotiation)|2014##Concluded (Contract signed),Yes,###Sugar Cane,Yes,Surface water|River,,,2000
4464,Yes,transnational,800,800,Concluded (Contract signed),In operation (production),Exact location,"Déhané, Cameroon",3.489623,10.07275,Cameroon,###Food crops,2014##Concluded (Contract signed),No,###Banana,Yes,Surface water|River,,No,2000
1157,Yes,domestic,41000,41000,Concluded (Contract signed),In operation (production),Administrative region,"Littoral Region, Cameroon",4.168214,10.08073,Cameroon,"###Food crops, Non-food agricultural commodities, Agriculture unspecified",2009##Concluded (Contract signed),No,"###Banana, Oil Palm, Rubber tree",Yes,,,,2000
8150,Yes,domestic,0,0,None,None,Coordinates,"Mankon, Cameroon",6.034371,10.095915,Cameroon,##201#Conservation,,,,,,,,2000
7130,Yes,domestic,5700,5700,Concluded (Contract signed),In operation (production),Administrative region,"Apouh, Edea, Cameroon",3.795348,10.136717,Cameroon,###Non-food agricultural commodities,##Concluded (Contract signed),No,,,,,,2000
8147,Yes,domestic,0,119,None,None,Coordinates,"Bafut, Cameroon",6.068177,10.158201,Cameroon,###Land speculation,,,,,,,,2000
3732,Yes,transnational,100000,0,Intended (Expression of interest),None,Administrative region,"Nkam, Cameroon",4.57236,10.170326,Cameroon,###Agriculture unspecified,2012##Intended (Expression of interest),,###Oil Palm,,,,,2000
8151,Yes,domestic,0,0,None,None,Coordinates,"Santa, Cameroon",5.79372,10.176548,Cameroon,###Conservation,,,,,,,,2000
2236,Yes,transnational,20030,20030,Concluded (Contract signed),In operation (production),Exact location,"Kango, Gabon",-0.016352,10.204059,Gabon,"###Non-food agricultural commodities, Agriculture unspecified, Conservation",2010##Concluded (Contract signed),,###Oil Palm,,,,,2000
8149,Yes,domestic,0,0,None,None,Coordinates,"Bamenda, Cameroon",5.944592,10.213565,Cameroon,###Conservation,,,,,,,,2000
7402,Yes,transnational,100000,100000,Concluded (Contract signed),In operation (production),Exact location,"Edea, Cameroon",3.941972,10.232364,Cameroon,###Timber plantation (for wood and fibre),2010-03##Concluded (Contract signed),,###Trees (unspecified),,,,,2000
7404,Yes,transnational,125568,125568,Concluded (Contract signed),In operation (production),Exact location,"Messondo, Cameroon",3.532805,10.238958,Cameroon,,##Concluded (Contract signed),,###Trees (unspecified),,,,,2000
3200,Yes,transnational,3348,3348,Concluded (Contract signed),Project abandoned,Administrative region,"Belo, Cameroon",6.136061,10.257208,Cameroon,###Agriculture unspecified,2011##Concluded (Contract signed),No,###Oil Palm,,,,,2000
3465,Yes,transnational,30000,30000,Failed (Contract cancelled),Project not started,Administrative region,"Gassol, Nigeria",8.586602,10.36172,Nigeria,#current#30000#Food crops,2012##Concluded (Contract signed)|2015##Failed (Contract cancelled),Yes,"###Rice, Sugar Cane",Yes,Surface water|River,,,2000
